139.48 106.18
140.2 105.34
142.93 106.16
143.84 105.57
145.2 105.13
145.75 106.21
146.33 105.3
148.54 105.98
137.84 108.18
137.41 107.19
139.32 108.35
139.38 107.27
140.68 106.8
141.2 107.82
140.37 108.59
141.87 106.69
142.22 108.26
143.86 106.8
144.11 107.85
145.1 107.15
145.31 108.39
146.8 106.74
146.15 107.71
147.15 108.14
147.96 107.43
149.09 107.14
149.16 108.22
148.14 108.56
130.29 110.75
136.07 109.91
137.7 110.35
138.23 109.18
138.81 110.11
139.96 110.06
140.91 109.53
141.23 110.69
142.85 109.96
141.97 109.34
143.26 108.82
143.93 109.92
144.88 110.45
144.37 108.92
145.69 109.73
146.43 108.94
146.75 109.98
145.91 110.79
147.75 109.57
147.95 110.64
148.78 109.94
149.83 110.43
149.6 109.24
129.53 112.33
131.08 112.89
130.75 111.73
131.79 112.04
134.97 112.94
139.1 111.37
139.36 112.71
140.22 111.13
140.59 112.14
141.73 112.5
141.99 111.45
142.99 111.03
142.84 112.13
144.06 111.16
143.91 112.23
144.95 112.58
145.08 111.51
146.96 111.07
146.06 111.97
147.12 112.15
148.95 111.06
148.13 111.76
149.11 112.31
148.13 112.91
149.95 111.53
125.57 114.28
127.72 113.26
127.16 114.2
126.52 115.14
127.7 115.13
128.25 114.2
129.32 114.04
129.03 115.08
130.07 113.26
130.44 114.4
131.45 113.96
132.55 114.38
132.61 113.31
133.7 114.11
135.51 114.27
137.14 113.39
137.17 114.49
138.19 113.68
138.32 114.86
139.19 114.08
139.55 115.1
140.69 114.55
140.27 113.51
141.7 114.93
142.37 114.09
142.84 115.06
141.4 113.53
143.02 113.2
143.51 114.2
144.13 113.3
144.5 114.64
145.14 113.74
145.57 114.75
145.98 113.05
147.1 113.23
146.41 114.06
147.3 114.69
148.4 114.21
149.4 113.35
149.49 114.44
115.85 116.19
122.71 115.78
124.32 115.38
125.24 115.95
126.17 116.49
127.17 116.08
128.06 117.08
126.99 117.2
128.31 116.03
130.18 115.45
129.38 116.19
130.15 117.06
131.49 115.28
130.92 116.24
132.0 116.28
131.43 117.19
132.5 117.31
133.8 115.23
132.73 115.47
134.26 116.24
133.21 116.49
133.94 117.36
135.99 115.31
134.89 115.3
135.34 116.3
136.46 116.29
135.04 117.35
136.23 117.36
138.63 115.9
137.35 115.55
137.48 116.63
138.3 117.33
139.68 116.18
139.38 117.23
140.62 115.64
140.44 116.97
142.39 116.05
142.0 117.31
141.37 116.41
143.37 116.53
144.97 115.64
143.88 115.57
144.94 116.72
144.09 117.38
146.49 115.42
146.0 116.4
146.98 116.93
147.53 116.0
148.38 115.32
149.32 115.85
148.47 116.54
149.8 116.84
120.52 119.07
121.92 118.41
123.27 117.63
123.67 118.84
124.35 117.4
125.88 117.53
125.06 118.23
126.03 119.12
124.96 119.32
126.68 118.25
127.75 118.43
127.09 119.31
128.16 119.44
129.09 117.41
128.82 118.54
129.24 119.56
129.89 118.7
130.71 118.0
131.87 118.19
132.57 119.02
131.14 118.99
133.19 118.14
133.65 119.11
135.63 118.31
137.16 117.99
138.27 118.41
141.13 118.18
140.37 119.47
139.97 118.29
143.04 117.63
141.44 119.32
143.16 119.56
143.9 118.76
145.74 117.45
146.7 117.97
147.38 118.8
145.76 118.53
148.96 117.51
147.88 117.53
148.43 118.46
149.77 118.22
148.49 119.54
149.54 119.27
118.45 121.17
121.41 119.69
120.55 120.46
121.17 121.35
122.13 120.51
122.94 121.43
123.74 119.98
124.01 121.18
125.25 120.41
125.02 121.6
126.03 121.18
126.44 120.18
127.51 120.31
127.9 121.32
130.33 119.71
128.58 120.46
129.66 120.56
130.13 121.53
131.45 120.03
134.51 119.75
135.15 120.63
137.02 119.9
138.39 120.52
139.73 120.35
142.18 120.15
144.61 120.21
146.08 119.65
147.26 120.99
148.34 121.42
116.16 123.31
116.46 122.04
117.31 123.54
117.59 122.47
118.95 122.42
118.4 123.52
119.55 123.68
119.97 122.01
120.91 122.59
120.94 123.67
121.91 122.14
121.93 123.22
122.85 123.8
122.88 122.61
123.82 123.33
123.93 122.25
124.81 123.8
125.88 122.25
124.91 122.71
125.81 123.33
126.93 121.78
126.78 122.85
127.8 123.2
129.66 123.32
130.43 122.57
139.01 123.5
137.99 123.01
140.85 123.32
142.78 123.25
143.78 122.56
115.16 124.03
116.42 124.44
115.44 126.07
116.96 125.66
117.6 124.58
119.26 125.93
118.31 125.43
119.62 124.89
120.36 125.7
120.88 124.75
121.73 125.42
121.87 124.3
123.84 124.42
122.78 124.88
122.97 125.95
123.97 125.49
125.71 124.41
125.69 125.49
126.75 123.93
127.38 125.07
131.69 125.7
130.49 124.78
133.69 124.96
137.28 124.09
138.29 125.77
138.29 124.62
141.51 125.07
144.4 126.02
145.38 123.95
146.15 125.91
147.95 125.75
148.8 124.06
114.0 126.15
114.44 127.14
115.52 127.16
117.25 126.83
116.5 127.62
117.64 127.9
118.36 126.52
118.66 127.57
119.56 126.97
120.94 126.6
120.45 127.59
121.57 127.49
122.02 126.48
122.64 127.37
124.73 126.33
124.0 127.39
127.3 126.36
129.05 127.12
131.67 128.11
138.88 127.56
141.02 127.17
140.02 127.57
141.77 127.97
142.58 126.51
143.54 127.4
148.97 127.65
114.59 128.32
114.76 129.39
115.67 128.3
116.48 129.01
117.16 130.28
115.88 129.9
117.56 128.99
118.58 128.64
118.35 129.74
119.38 129.37
119.62 128.28
120.67 128.66
120.35 129.85
121.37 129.48
121.97 128.55
126.05 129.87
130.22 129.89
128.91 128.99
131.04 129.09
133.97 130.21
136.13 129.85
144.77 129.1
148.41 128.62
111.55 132.46
112.83 131.36
114.7 132.27
113.89 131.55
114.84 130.61
116.15 131.13
115.78 132.18
116.8 132.6
117.21 131.38
119.21 130.46
118.12 130.8
118.75 131.68
117.84 132.26
119.81 131.9
120.71 130.86
120.82 132.26
123.1 131.16
122.85 132.21
125.3 130.71
126.88 130.6
134.36 131.24
136.2 132.26
137.9 130.61
142.66 130.88
114.78 133.35
114.7 134.74
115.93 133.25
116.32 134.26
117.41 133.57
118.83 134.32
118.6 133.1
117.63 134.62
119.72 133.43
120.82 134.59
120.87 133.42
122.73 134.33
123.43 133.02
124.34 133.44
124.68 134.61
134.67 133.03
142.22 133.66
149.71 133.12
149.76 134.78
106.05 135.38
109.87 136.84
110.97 135.09
111.62 136.78
113.0 136.69
115.31 135.92
117.35 135.67
116.21 135.33
118.43 135.35
117.9 136.61
119.61 135.15
120.92 136.17
122.54 136.58
126.57 135.16
127.54 136.55
129.33 135.07
130.21 136.55
146.26 135.28
146.9 136.89
108.03 137.09
110.39 138.6
111.69 138.75
113.47 137.76
114.36 137.13
114.91 138.18
113.26 138.82
117.07 138.24
119.71 138.61
121.94 138.07
125.35 137.54
125.95 138.48
127.04 138.07
131.23 138.21
133.5 137.6
107.96 139.65
108.24 140.72
109.14 139.54
110.36 139.93
109.58 140.73
112.45 139.54
111.53 140.18
114.28 139.22
113.19 141.14
114.55 141.03
116.76 141.12
119.9 140.48
123.48 139.21
121.8 140.47
122.42 139.59
129.29 140.43
130.42 140.5
136.64 140.76
142.51 141.09
145.46 139.27
106.34 142.82
105.29 142.08
106.91 141.67
