"dragforce:0","dragforce:1","dragforce:2","f:0","f:1","f:2","v:0","v:1","v:2","c_peng","type","id","c_keng","Points:0","Points:1","Points:2"
-6.8974e-07,-9.1458e-06,4.6747e-06,0.0061488,-0.00054502,1.4217e-07,-0.0030392,0.00026484,-4.2244e-09,0,1,1963,3.2229e-06,143.86,106.8,0.53972
-5.444e-06,-7.2186e-05,3.6896e-05,0.0061447,-0.00059844,1.2269e-07,-0.012559,0.0010746,-3.6408e-09,0,1,1344,5.5021e-05,144.11,107.85,0.53972
0.00037871,0.0087894,-0.0047967,0.0065603,0.0092218,-2.0595e-05,-0.12756,-0.0089217,5.9447e-07,0,1,603,0.0056622,145.1,107.15,0.53972
-0.00019731,-0.0045794,0.0024992,0.0045502,-0.0085088,0.00048169,-0.0095635,0.0079149,2.8781e-05,0,1,2260,5.3364e-05,145.31,108.39,0.53972
4.3446e-07,1.0083e-05,-5.5029e-06,0.0012328,-6.983e-06,-5.8263e-07,9.7128e-05,7.4387e-06,1.2361e-07,0,1,737,3.286e-09,146.8,106.74,0.53972
0.0011378,0.026408,-0.014412,0.0066876,0.029272,3.1026e-05,-0.077538,-0.040011,2.0443e-06,0,1,2182,0.0026363,146.15,107.71,0.53972
0.00068726,0.01595,-0.0087048,-0.033073,0.036871,0.0023275,-0.08175,-0.022062,-4.024e-06,0,1,1568,0.0024828,147.15,108.14,0.53972
0.0012875,0.029881,-0.016307,0.107,-0.053456,-0.00074031,-0.097641,-0.046614,-5.9458e-06,0,1,2330,0.0040538,147.96,107.43,0.53972
0.00030114,0.0069892,-0.0038143,0.0064926,0.0070277,-6.0826e-05,-0.23249,-0.0014457,7.9796e-07,0,1,1219,0.018718,149.09,107.14,0.53972
0.00011511,0.0026715,-0.0014579,0.0062949,0.0027,-5.3122e-05,-0.091495,-0.0004223,-5.2568e-07,0,1,859,0.0028989,149.16,108.22,0.53972
-0.00021896,-0.0050817,0.0027733,0.0058851,-0.0059108,0.00021581,-0.09025,0.012258,1.4167e-06,0,1,91,0.0028725,148.14,108.56,0.53972
1.1093e-05,2.6511e-05,-5.5805e-06,-0.00023612,0.00037634,2.0219e-06,-3.0021e-05,-3.0388e-05,-1.4892e-07,0,1,1215,6.3186e-10,130.29,110.75,0.53972
8.9324e-06,1.8076e-05,-8.6794e-06,0.0034199,-0.0016933,-2.9528e-08,-7.0243e-05,3.4446e-05,-2.7614e-09,0,1,2371,2.1194e-09,136.07,109.91,0.53972
4.1339e-07,8.7812e-07,-6.1503e-07,-0.0021705,-0.00027844,-6.2441e-06,4.9654e-05,-1.4751e-05,4.8026e-08,0,1,855,9.2913e-10,137.7,110.35,0.53972
6.9527e-06,1.407e-05,-6.7558e-06,-0.003872,0.0016642,-2.566e-06,6.2111e-05,-2.6683e-05,4.3198e-08,0,1,1928,1.5824e-09,138.23,109.18,0.53972
2.7702e-06,5.8845e-06,-4.1215e-06,0.0030279,-0.0014118,7.39e-09,7.6342e-05,-3.4669e-05,6.6038e-09,0,1,488,2.4344e-09,138.81,110.11,0.53972
2.7952e-06,5.9375e-06,-4.1586e-06,0.0030996,-0.0014223,1.0744e-07,7.5768e-05,-3.429e-05,7.1487e-09,0,1,1679,2.3951e-09,139.96,110.06,0.53972
-0.00012246,-0.0016238,0.00082998,0.0055414,-0.0040683,4.3681e-05,-0.0066157,0.0028549,-5.0353e-07,0,1,615,1.7978e-05,140.91,109.53,0.53972
0.00015664,0.0016865,-0.0012866,0.0047008,0.0058747,0.00011845,-0.0066429,-0.0061222,7.1798e-07,0,1,2327,2.826e-05,141.23,110.69,0.53972
0.00022111,0.0029318,-0.0014985,0.0058826,0.0054112,6.3505e-05,-0.0081833,-0.0035833,-1.6182e-06,0,1,1302,2.7635e-05,142.85,109.96,0.53972
0.00052355,0.006942,-0.0035483,0.0040138,0.012054,-7.4148e-05,-0.0064914,-0.0095075,1.6365e-06,0,1,1818,4.5893e-05,141.97,109.34,0.53972
1.1437e-06,1.5166e-05,-7.7517e-06,0.00023232,-3.7911e-05,-2.9539e-07,-9.9318e-05,8.8223e-06,1.4704e-08,0,1,955,3.4427e-09,143.26,108.82,0.53972
0.00060433,0.0080133,-0.0040958,0.0029647,0.013739,-4.7156e-05,-0.0046176,-0.0112,6.5177e-07,0,1,2368,5.0822e-05,143.93,109.92,0.53972
-0.00070121,-0.0075495,0.0057595,0.0036188,-0.011917,-0.00026081,-0.033476,0.03384,-2.9192e-07,0,1,1216,0.00078461,144.88,110.45,0.53973
-0.00081331,-0.010784,0.0055122,0.0045739,-0.013737,-0.00040264,-0.033155,0.018171,-2.9377e-05,0,1,355,0.000495,144.37,108.92,0.53973
-6.3812e-05,-0.001481,0.00080825,-0.081634,-0.25917,0.00049794,-0.063557,0.0033854,1.976e-05,0,1,1984,0.0014028,145.69,109.73,0.53972
-0.00022502,-0.0052225,0.0028501,-0.027085,0.030524,-0.001795,-0.048011,0.010782,-6.8399e-06,0,1,2477,0.00083845,146.43,108.94,0.53973
-0.00018263,-0.0042385,0.0023131,0.0059079,-0.0051698,1.0315e-05,-0.063589,0.0097225,-4.8258e-07,0,1,2,0.001433,146.75,109.98,0.53972
0.00011339,0.002706,-0.0022176,0.066526,0.2906,0.00020253,-0.047839,-0.007031,3.1818e-06,0,1,206,0.00080962,145.91,110.79,0.53972
-0.00058489,-0.013574,0.0074082,0.004986,-0.016147,7.0972e-05,-0.053284,0.024604,-1.3682e-06,0,1,1870,0.0011928,147.75,109.57,0.53973
-0.00025781,-0.0061526,0.0050422,0.005367,-0.0086344,7.2838e-05,-0.067913,0.029964,7.6328e-08,0,1,1286,0.001908,147.95,110.64,0.53973
-0.00020654,-0.0047936,0.0026161,0.0058697,-0.0058079,0.0001114,-0.063743,0.01064,1.4761e-07,0,1,356,0.0014462,148.78,109.94,0.53972
-0.00031653,-0.0075539,0.0061906,0.004984,-0.010657,2.9959e-05,-0.061244,0.035855,-6.4082e-07,0,1,1369,0.001744,149.83,110.43,0.53973
0.00043433,0.01008,-0.0055012,0.0065577,0.01105,-0.00013092,-0.082064,-0.012996,1.025e-07,0,1,938,0.0023905,149.6,109.24,0.53972
5.2054e-06,8.4967e-06,-3.8575e-06,-0.0012764,-0.002506,-2.5791e-05,-1.959e-05,-3.2504e-05,-3.6772e-07,0,1,1762,4.988e-10,129.53,112.33,0.53972
4.1026e-06,9.8053e-06,-2.064e-06,0.0055726,-0.0025716,-6.8907e-07,9.3831e-06,-4.4629e-06,-1.6203e-09,0,1,1117,3.7384e-11,131.08,112.89,0.53972
4.4139e-06,1.0549e-05,-2.2206e-06,-0.0030066,0.0011999,-1.9065e-07,7.8644e-05,-3.2147e-05,2.6794e-09,0,1,1843,2.4996e-09,130.75,111.73,0.53972
5.3816e-06,1.2862e-05,-2.7074e-06,0.0021498,-0.00096551,-4.4231e-09,8.2137e-05,-4.1076e-05,-2.3166e-08,0,1,2027,2.9204e-09,131.79,112.04,0.53972
-1.1718e-05,-2.8005e-05,5.8951e-06,0.0056743,-0.0024307,5.1425e-08,-0.018529,0.0078295,-1.4689e-09,0,1,847,0.00014011,134.97,112.94,0.53972
2.7112e-06,5.7592e-06,-4.0337e-06,-0.0040829,0.0018678,-2.6745e-07,6.2246e-05,-2.855e-05,4.0645e-09,0,1,90,1.6239e-09,139.1,111.37,0.53972
2.8294e-06,6.0102e-06,-4.2095e-06,0.00041574,-0.00019744,-7.0849e-09,9.0035e-05,-4.2268e-05,4.8605e-10,0,1,1934,3.4257e-09,139.36,112.71,0.53972
3.7645e-07,4.053e-06,-3.092e-06,-0.0020096,0.00058095,9.8984e-07,-8.6869e-05,2.8488e-05,1.2057e-07,0,1,853,2.8942e-09,140.22,111.13,0.53972
5.4144e-07,5.8294e-06,-4.4472e-06,-3.6629e-05,-0.00012863,-5.7097e-07,-2.5456e-06,-1.4764e-06,-9.4173e-09,0,1,731,2.9988e-12,140.59,112.14,0.53972
-0.00014876,-0.0016016,0.0012218,0.037666,-0.12311,-0.00015477,-0.00054674,0.0034212,-1.0012e-05,0,1,1123,4.1567e-06,141.73,112.5,0.53972
-3.9039e-05,-0.00042031,0.00032065,0.0059868,-0.0017497,-9.8526e-05,-0.013179,0.0029075,-2.6259e-06,0,1,217,6.3072e-05,141.99,111.45,0.53972
6.0293e-05,0.00064914,-0.00049523,0.0062337,0.00055061,-0.00021537,-0.033944,0.00054181,7.0226e-07,0,1,1330,0.00039909,142.99,111.03,0.53972
2.8482e-08,3.0665e-07,-2.3394e-07,-0.00092764,-0.0003416,-3.5431e-06,-6.1528e-05,3.4192e-05,1.7071e-07,0,1,204,1.7157e-09,142.84,112.13,0.53972
-0.00036768,-0.0039586,0.00302,0.0048416,-0.0072438,0.00017176,-0.029965,0.018897,4.8568e-06,0,1,990,0.00043458,144.06,111.16,0.53972
-1.7675e-07,-1.9029e-06,1.4517e-06,0.00026205,-0.0011621,-7.1422e-06,-4.7888e-05,3.3149e-05,1.7331e-07,0,1,2311,1.1746e-09,143.91,112.23,0.53972
-0.00014881,-0.0016022,0.0012223,0.0010981,-0.0076414,-2.442e-05,-0.0013615,0.0065933,-1.4208e-06,0,1,865,1.5695e-05,144.95,112.58,0.53972
-2.5918e-05,-0.00061852,0.00050689,0.006018,-0.0018657,0.00018167,-0.01663,0.0034315,-2.093e-06,0,1,480,9.9839e-05,145.08,111.51,0.53972
-0.00024538,-0.005856,0.0047991,0.0049929,-0.0090737,-0.0002634,-0.045082,0.027692,-4.335e-06,0,1,1227,0.00096933,146.96,111.07,0.53973
-2.4263e-05,-0.00057903,0.00047453,-0.099058,-0.01915,-0.00019662,-0.020522,0.0034021,1.1355e-06,0,1,618,0.00014984,146.06,111.97,0.53972
-4.6938e-05,-0.0011202,0.00091801,0.11752,-0.19183,-0.00046232,-0.033296,-0.0010198,-2.6561e-05,0,1,2060,0.00038426,147.12,112.15,0.53972
-0.0003129,-0.0074673,0.0061196,0.0047656,-0.010922,-4.5598e-05,-0.051547,0.035062,-7.2762e-07,0,1,1124,0.0013458,148.95,111.06,0.53973
-0.00035052,-0.008365,0.0068553,0.0029389,-0.013548,1.4223e-05,-0.024015,0.03784,-4.7539e-07,0,1,8,0.00069553,148.13,111.76,0.53973
-0.00060811,-0.014512,0.011893,0.0031877,-0.019305,2.4191e-05,-0.052387,0.066139,-7.0891e-07,0,1,2118,0.0024651,149.11,112.31,0.53973
-0.00012464,-0.0029746,0.0024377,-0.00091941,-0.0090772,-0.0013022,0.0016931,0.013,9.5186e-06,0,1,2464,5.9517e-05,148.13,112.91,0.53972
-0.00055677,-0.013287,0.010889,0.0047154,-0.016398,0.00062346,-0.10683,0.063032,-9.6061e-06,0,1,1005,0.0053274,149.95,111.53,0.53973
1.0604e-05,1.7308e-05,-7.8578e-06,-0.0047684,0.0029397,1.4497e-07,2.9094e-05,-1.7845e-05,-2.6377e-10,0,1,920,4.0338e-10,125.57,114.28,0.53972
3.598e-05,5.8729e-05,-2.6663e-05,0.0011138,0.0018989,2.5463e-05,-2.187e-05,-3.8367e-05,-5.0719e-07,0,1,1372,6.7546e-10,127.72,113.26,0.53972
8.1963e-06,1.3379e-05,-6.0739e-06,-0.00016876,-0.00025349,-3.0682e-06,-2.5917e-07,2.3964e-06,2.2452e-08,0,1,1492,2.012e-12,127.16,114.2,0.53972
2.8079e-06,4.7575e-06,-3.4318e-06,-0.00011532,-0.00018308,-1.1867e-06,-1.9923e-06,3.8259e-06,1.3802e-08,0,1,1264,6.4434e-12,126.52,115.14,0.53972
4.596e-06,7.7871e-06,-5.6171e-06,0.0018444,-0.0024238,-4.0158e-06,4.6389e-05,-6.8588e-05,-2.0683e-07,0,1,1594,2.3742e-09,127.7,115.13,0.53972
1.6059e-05,2.6213e-05,-1.1901e-05,-0.00043631,0.00048094,2.6293e-06,-9.1213e-05,3.7611e-05,-1.7177e-07,0,1,745,3.3708e-09,128.25,114.2,0.53972
7.2305e-06,1.1802e-05,-5.3582e-06,0.0031025,-0.002643,-5.9631e-06,8.3719e-06,-6.9954e-06,-3.1061e-08,0,1,863,4.1216e-11,129.32,114.04,0.53972
1.0011e-05,1.6962e-05,-1.2235e-05,-0.001929,0.0032492,1.0667e-05,4.1732e-05,-6.3759e-05,-2.0144e-07,0,1,1347,2.0108e-09,129.03,115.08,0.53972
1.8193e-06,4.3482e-06,-9.1527e-07,0.0024684,-0.0040336,-6.959e-06,-5.0594e-05,-1.6887e-05,-1.4292e-07,0,1,1237,9.8515e-10,130.07,113.26,0.53972
4.6437e-06,1.1098e-05,-2.3362e-06,0.005445,-0.0022533,5.3038e-08,2.7358e-05,-1.0759e-05,2.3483e-09,0,1,1267,2.9925e-10,130.44,114.4,0.53972
3.1225e-06,7.4627e-06,-1.5709e-06,-0.0037661,0.00087959,-1.975e-06,4.2972e-05,-2.0263e-05,-7.196e-09,0,1,1463,7.8162e-10,131.45,113.96,0.53972
4.8083e-06,1.1492e-05,-2.419e-06,3.7924e-05,-3.6097e-05,3.8138e-09,6.6085e-07,-1.66e-06,-3.5028e-09,0,1,1471,1.1055e-12,132.55,114.38,0.53972
-5.6018e-07,-1.3388e-06,2.8182e-07,0.00035407,-1.454e-05,-8.162e-07,9.6472e-05,1.7245e-06,1.443e-07,0,1,1646,3.2238e-09,132.61,113.31,0.53972
3.0118e-05,7.1982e-05,-1.5152e-05,0.0057271,-0.0023049,-1.6085e-08,-0.10036,0.041873,5.063e-10,0,1,1316,0.0040951,133.7,114.11,0.53972
1.8302e-06,3.8877e-06,-2.7229e-06,-0.00049756,-0.00031386,-2.6266e-06,-7.9569e-06,7.1946e-06,1.9284e-08,0,1,346,3.9848e-11,135.51,114.27,0.53972
2.9318e-06,6.2277e-06,-4.3619e-06,-0.0045557,0.0019212,-7.5583e-07,-5.4875e-05,2.004e-05,-3.0441e-08,0,1,2240,1.1818e-09,137.14,113.39,0.53972
2.7816e-06,5.9087e-06,-4.1384e-06,-0.0052674,0.0021844,-1.1086e-06,-3.3246e-05,1.0565e-05,-2.6578e-08,0,1,1803,4.214e-10,137.17,114.49,0.53972
6.8346e-06,1.4518e-05,-1.0168e-05,-0.0018495,0.0022749,7.5932e-06,4.2565e-05,-4.8994e-05,-1.5653e-07,0,1,2394,1.4586e-09,138.19,113.68,0.53972
2.8894e-06,6.1378e-06,-4.2988e-06,0.0051773,-0.0024133,1.0849e-07,-3.431e-05,1.5927e-05,-1.2566e-09,0,1,348,4.9548e-10,138.32,114.86,0.53972
3.086e-06,6.5553e-06,-4.5913e-06,-0.0017427,0.00044939,-1.184e-06,-2.1169e-05,-9.8936e-07,-5.815e-08,0,1,930,1.5552e-10,139.19,114.08,0.53972
-3.3057e-05,-0.00035777,-7.277e-05,-0.00024399,-0.0045609,-1.6324e-05,-1.4221e-05,-3.0651e-06,-4.5855e-08,0,1,611,7.3283e-11,139.55,115.1,0.53972
5.9594e-07,6.4161e-06,-4.8948e-06,-0.0020855,0.00013183,-1.615e-07,-7.3896e-06,-3.8121e-06,-2.6797e-08,0,1,1494,2.3942e-11,140.69,114.55,0.53972
5.3576e-07,5.7682e-06,-4.4006e-06,-0.0029334,0.00028023,-3.1022e-08,-8.7079e-05,9.5562e-06,8.6684e-09,0,1,746,2.6574e-09,140.27,113.51,0.53972
6.4618e-07,6.957e-06,-5.3075e-06,0.0017355,-0.0011937,-3.8488e-06,2.2648e-05,-2.894e-05,-1.5836e-07,0,1,2141,4.6764e-10,141.7,114.93,0.53972
5.2433e-07,5.6451e-06,-4.3067e-06,-0.0048835,0.00067996,8.1943e-07,-5.6099e-05,1.1867e-05,3.9271e-08,0,1,1010,1.1385e-09,142.37,114.09,0.53972
-0.00056734,-9.7382e-05,-0.0002794,-0.0038431,0.0023169,6.8002e-06,3.979e-05,-2.6619e-05,-1.0725e-07,0,1,1015,7.9362e-10,142.84,115.06,0.53972
-0.00014319,-0.0015416,0.0011761,-0.03509,0.10801,0.00014062,-0.0030729,0.0096038,1.1468e-05,0,1,2424,3.5208e-05,141.4,113.53,0.53972
6.263e-07,6.7431e-06,-5.1442e-06,0.0044947,-0.00088164,-1.6463e-06,4.3047e-05,-1.837e-05,-8.4936e-08,0,1,1590,7.5854e-10,143.02,113.2,0.53972
0.00025228,0.0027162,-0.0020722,-0.022689,-0.0074134,4.4925e-05,-0.02486,-0.010871,-1.8064e-05,0,1,2380,0.00025494,143.51,114.2,0.53972
-1.5552e-07,-1.6744e-06,1.2774e-06,-0.0007432,-0.0011139,-7.2582e-06,5.8321e-05,2.0884e-05,1.5913e-07,0,1,1226,1.3289e-09,144.13,113.3,0.53972
-8.2928e-05,-0.00089283,0.00068114,0.090461,0.014943,0.00039441,-0.015537,0.0072214,1.1339e-05,0,1,2070,0.00010165,144.5,114.64,0.53972
2.5273e-07,6.0315e-06,-4.9429e-06,0.0057007,0.00015904,1.739e-06,3.5399e-05,3.792e-06,3.0523e-08,0,1,1024,4.389e-10,145.14,113.74,0.53972
-0.00043253,-0.010322,0.0084593,-0.055476,-0.022129,-0.002523,-0.009961,0.045917,-1.15e-05,0,1,755,0.00076446,145.57,114.75,0.53973
-6.8375e-05,-0.0016318,0.0013372,0.00052471,-0.0077697,8.1376e-05,-0.00069171,0.0071581,-2.8791e-06,0,1,218,1.7909e-05,145.98,113.05,0.53972
-5.0363e-05,-0.0012019,0.00098499,-0.00081635,0.20449,0.0014136,-0.027651,0.013863,6.4994e-05,0,1,747,0.00033131,147.1,113.23,0.53972
-0.00024917,-0.0059464,0.0048732,0.00077971,-0.012021,0.0025862,-0.004454,0.026298,-3.2743e-05,0,1,950,0.00024635,146.41,114.06,0.53972
2.2834e-07,5.4493e-06,-4.4658e-06,-0.004387,0.0010532,3.4514e-06,-3.8566e-05,2.0466e-05,1.1018e-07,0,1,208,6.6008e-10,147.3,114.69,0.53972
4.8203e-07,1.1504e-05,-9.4274e-06,-5.9698e-06,-4.9995e-05,1.7939e-06,-1.4017e-06,-4.2399e-05,-2.5136e-07,0,1,887,6.2321e-10,148.4,114.21,0.53972
-2.7103e-05,-0.00064681,0.00053007,0.006101,-0.0013667,1.4579e-06,-0.037982,0.0044616,-4.248e-08,0,1,10,0.00050645,149.4,113.35,0.53972
-2.3742e-05,-0.00056661,0.00046435,0.0046802,-0.0045602,5.6124e-06,-0.0030585,0.0025964,-1.6152e-07,0,1,490,5.5736e-06,149.49,114.44,0.53972
0,0,0,-0.00071843,0.00074527,0,-6.9947e-05,6.9174e-05,2.0969e-12,0,1,228,3.3512e-09,115.85,116.19,0.53972
5.6006e-06,1.1339e-05,-2.5506e-06,0.0019602,-0.00096973,5.0517e-09,8.166e-05,-4.0693e-05,-1.2484e-09,0,1,753,2.8826e-09,122.71,115.78,0.53972
8.0963e-06,1.6391e-05,-3.6871e-06,-0.0026209,0.0013861,7.1477e-07,-6.1996e-05,1.5742e-05,-5.3772e-08,0,1,1782,1.4167e-09,124.32,115.38,0.53972
5.4704e-06,9.2685e-06,-6.6858e-06,0.0020274,0.00031485,6.278e-06,-1.2849e-06,5.8021e-06,2.3328e-08,0,1,1412,1.2229e-11,125.24,115.95,0.53972
2.4646e-06,4.1758e-06,-3.0122e-06,-0.0028463,0.002018,6.7953e-07,-5.6315e-05,5.1949e-05,9.4294e-08,0,1,95,2.0327e-09,126.17,116.49,0.53972
7.6827e-06,1.3017e-05,-9.3896e-06,-0.00018009,-0.00052469,-1.6576e-08,-2.5316e-05,-5.0341e-05,-3.2995e-07,0,1,357,1.0995e-09,127.17,116.08,0.53972
4.6104e-06,7.8115e-06,-5.6347e-06,-0.0025832,0.0013158,-9.9327e-08,1.6426e-05,-2.8684e-05,-9.5529e-08,0,1,1912,3.7834e-10,128.06,117.08,0.53972
5.0082e-06,8.4854e-06,-6.1208e-06,-0.0025934,0.0012406,-2.2426e-07,1.578e-05,-3.4482e-05,-1.2754e-07,0,1,1624,4.9797e-10,126.99,117.2,0.53972
-1.6377e-06,-2.7748e-06,2.0016e-06,-0.0002517,-0.00055029,-5.0051e-06,2.666e-05,3.2948e-05,2.4779e-07,0,1,1026,6.2206e-10,128.31,116.03,0.53972
4.5178e-06,1.3173e-05,-1.1382e-05,0.0030668,0.0018096,1.3492e-05,-2.2406e-05,-8.8246e-08,-4.6716e-08,0,1,1622,1.7384e-10,130.18,115.45,0.53972
7.1444e-06,1.2105e-05,-8.7317e-06,0.0019621,4.1919e-05,6.0541e-06,-7.6591e-05,2.329e-05,-1.1288e-07,0,1,1693,2.2192e-09,129.38,116.19,0.53972
1.8329e-06,5.3443e-06,-4.618e-06,0.0049802,-0.001672,1.9661e-07,-4.8933e-05,1.6124e-05,-3.6323e-09,0,1,1948,9.1919e-10,130.15,117.06,0.53972
1.7545e-06,5.1155e-06,-4.4203e-06,0.0042984,-0.0014547,5.1369e-08,6.3032e-05,-2.0745e-05,4.7332e-09,0,1,214,1.5248e-09,131.49,115.28,0.53972
1.5368e-06,4.4809e-06,-3.8719e-06,-0.00068528,0.00030581,1.498e-08,1.1192e-05,3.2301e-06,3.8461e-08,0,1,487,4.6988e-11,130.92,116.24,0.53972
1.2813e-06,3.7359e-06,-3.2281e-06,-0.0027619,0.0018867,2.9673e-06,-3.3814e-05,4.215e-05,1.6433e-07,0,1,864,1.0111e-09,132,116.28,0.53972
1.5413e-06,4.4941e-06,-3.8833e-06,-0.00069889,0.000315,3.1416e-08,1.1072e-05,3.2551e-06,3.8997e-08,0,1,2445,4.6123e-11,131.43,117.19,0.53972
1.5188e-06,4.4284e-06,-3.8266e-06,-0.00074415,0.00032845,2.2046e-09,1.0189e-05,4.053e-06,4.0982e-08,0,1,359,4.1638e-11,132.5,117.31,0.53972
1.8331e-06,5.3449e-06,-4.6185e-06,-0.0051096,0.001362,-1.388e-06,-4.3012e-05,5.5378e-06,-4.9414e-08,0,1,354,6.5125e-10,133.8,115.23,0.53972
1.4783e-06,4.3104e-06,-3.7246e-06,0.0048653,-0.0026091,-3.7983e-06,2.0835e-05,-1.896e-05,-6.2618e-08,0,1,6,2.748e-10,132.73,115.47,0.53972
1.5213e-06,4.4358e-06,-3.833e-06,-0.005616,0.0016207,-1.4002e-06,2.9263e-05,-1.014e-05,-8.3953e-11,0,1,93,3.3213e-10,134.26,116.24,0.53972
1.5144e-06,4.4156e-06,-3.8155e-06,-0.00073744,0.0003233,-1.3344e-08,1.0247e-05,4.0807e-06,4.1172e-08,0,1,835,4.2129e-11,133.21,116.49,0.53972
1.4602e-06,4.2577e-06,-3.679e-06,-8.7446e-05,-0.00026865,-1.4383e-06,5.5807e-05,-1.7658e-05,8.5296e-09,0,1,1011,1.1864e-09,133.94,117.36,0.53972
-3.134e-05,-0.00035461,-7.856e-05,0.003087,-0.0018496,-1.1507e-06,6.0289e-05,-2.1431e-05,2.8777e-08,0,1,858,1.4177e-09,135.99,115.31,0.53972
2.0835e-06,6.0749e-06,-5.2493e-06,0.0041739,-0.0011315,1.4385e-06,-6.6689e-05,2.1555e-05,-7.6306e-09,0,1,1122,1.701e-09,134.89,115.3,0.53972
-3.1417e-05,-0.00035455,-7.8423e-05,-0.00039508,0.00027034,-7.5181e-08,-6.6708e-05,5.1146e-05,6.848e-08,0,1,740,2.4468e-09,135.34,116.3,0.53972
-3.04e-05,-0.00035317,-8.1547e-05,-0.0011273,0.00078888,1.6708e-06,6.3957e-05,-4.7918e-05,-7.7424e-08,0,1,1872,2.2116e-09,136.46,116.29,0.53972
-3.0553e-05,-0.00035327,-8.1149e-05,-0.0024537,0.0031563,6.4982e-06,-1.6978e-05,3.1305e-05,8.7152e-08,0,1,871,4.3919e-10,135.04,117.35,0.53972
-2.9391e-05,-0.00035122,-8.5006e-05,-0.0016717,0.0028816,8.4317e-06,3.1896e-05,-3.6599e-05,-9.9509e-08,0,1,496,8.1614e-10,136.23,117.36,0.53972
-2.9939e-05,-0.00035164,-8.3528e-05,0.0011663,0.00061502,5.3206e-06,-8.2819e-05,2.0915e-05,-9.6584e-08,0,1,886,2.5266e-09,138.63,115.9,0.53972
-3.152e-05,-0.00035503,-7.7894e-05,-0.00076906,0.0021515,4.6615e-06,8.9219e-06,5.38e-05,2.3876e-07,0,1,2081,1.0299e-09,137.35,115.55,0.53972
-3.0726e-05,-0.00035348,-8.063e-05,-0.0012657,0.0019086,4.365e-06,-2.4322e-05,2.7969e-05,5.7989e-08,0,1,102,4.7573e-10,137.48,116.63,0.53972
