"dragforce:0","dragforce:1","dragforce:2","f:0","f:1","f:2","v:0","v:1","v:2","c_peng","type","id","c_keng","Points:0","Points:1","Points:2"
0.00029999,0.00053833,0.00065867,0.0016501,-0.0025681,2.4428e-07,7.2067e-06,-1.1066e-05,1.4542e-08,0,1,1163,6.0387e-11,127.54,136.55,0.53972
0.00030004,0.00053828,0.00065881,-0.00033066,0.00060231,-1.718e-07,1.1288e-06,-2.6701e-06,1.1438e-08,0,1,2325,2.9101e-12,129.33,135.07,0.53972
-0.00024904,0.00068436,0.00063676,0.00016272,5.9568e-05,4.9928e-09,1.0357e-05,-8.5248e-06,2.2776e-08,0,1,1666,6.2311e-11,130.21,136.55,0.53972
-0.00036657,0.00011773,-0.00035373,-0.00053028,0.00026679,7.0016e-07,4.2327e-05,-1.5167e-05,-1.3022e-08,0,1,1489,7.0003e-10,146.26,135.28,0.53972
-0.00036653,0.00011776,-0.00035356,-0.001243,0.00046278,6.4453e-07,-3.8321e-05,1.4427e-05,-4.289e-09,0,1,39,5.8058e-10,146.9,136.89,0.53972
1.7542e-05,9.4597e-06,-8.9828e-06,0.00013594,-0.00018491,4.3489e-07,4.6146e-05,-8.7948e-05,-1.3723e-08,0,1,892,3.4159e-09,108.03,137.09,0.53972
0.013189,0.0066339,-0.0096322,0.019377,0.0059997,-2.5174e-05,-0.061033,0.006255,7.3209e-07,0,1,1058,0.0013035,110.39,138.6,0.53972
5.395e-06,2.7137e-06,-3.9402e-06,0.0014384,-0.003062,-5.1668e-07,-3.6411e-05,7.5021e-05,7.2047e-09,0,1,241,2.408e-09,111.69,138.75,0.53972
0.0012455,0.00062648,-0.00090963,-0.00085604,0.0064353,-2.0445e-05,0.013934,-0.038515,5.9226e-07,0,1,342,0.0005809,113.47,137.76,0.53972
-0.0040509,-0.0020376,0.0029585,-0.0088375,0.0018367,1.0315e-05,0.030022,-0.0243,-2.5468e-07,0,1,1937,0.00051659,114.36,137.13,0.53972
-0.0020867,-0.0010496,0.001524,-0.007399,0.0020793,7.1612e-06,0.013,-0.0076568,-2.0835e-07,0,1,2404,7.8818e-05,114.91,138.18,0.53972
-0.0023489,-0.0011815,0.0017155,-0.0068676,0.0030114,2.2164e-05,0.019353,-0.017958,-6.9505e-07,0,1,658,0.00024137,113.26,138.82,0.53972
0.00076629,-0.00023284,-0.00011701,0.002228,7.6423e-05,6.6363e-06,3.3856e-05,-1.1563e-05,1.2988e-07,0,1,1360,4.4322e-10,117.07,138.24,0.53972
0.00076533,-0.00023322,-0.00011552,0.0011689,-0.0024385,-5.8407e-07,6.1647e-06,-1.2553e-05,1.5065e-08,0,1,2125,6.7723e-11,119.71,138.61,0.53972
0.00075662,0.00016717,8.8826e-05,-0.00062313,0.0016711,3.0543e-07,-3.2642e-05,5.3634e-05,-3.0302e-08,0,1,1014,1.3651e-09,121.94,138.07,0.53972
0.00029984,0.00053821,0.00065943,0.0015404,-0.002633,-3.0762e-07,3.3879e-05,-3.1738e-05,4.7352e-08,0,1,38,7.4628e-10,125.35,137.54,0.53972
0.0003,0.00053811,0.00065954,-0.0023536,0.0029588,-1.5509e-06,2.8437e-05,-4.7554e-05,1.7487e-08,0,1,399,1.0631e-09,125.95,138.48,0.53972
0.00030002,0.00053831,0.00065869,-0.0013834,0.0022209,-3.5741e-07,-3.9544e-05,6.0453e-05,-1.5786e-09,0,1,256,1.807e-09,127.04,138.07,0.53972
-0.00024983,0.00068403,0.00064049,-0.0014539,0.00044601,-3.3323e-06,4.1443e-05,7.337e-05,1.596e-07,0,1,2091,2.4589e-09,131.23,138.21,0.53972
-0.00024907,0.00068434,0.00063692,0.00061732,-0.00099446,-1.4728e-07,2.5844e-05,-3.3691e-05,2.776e-08,0,1,2116,6.2436e-10,133.5,137.6,0.53972
0.0074059,0.0039938,-0.0037924,0.0059856,0.01002,-2.5564e-05,0.0088954,-0.037742,7.3172e-07,0,1,2094,0.00052066,107.96,139.65,0.53972
-0.0030807,-0.00020965,0.0017044,-0.0049667,0.0056591,1.1085e-05,0.0063245,-0.019682,-3.1872e-07,0,1,1960,0.00014799,108.24,140.72,0.53972
6.6517e-05,3.5871e-05,-3.4062e-05,-0.0028446,0.0054793,-2.2112e-07,0.0091795,-0.017165,6.4342e-09,0,1,2189,0.0001312,109.14,139.54,0.53972
0.0023468,0.0011804,-0.0017139,0.0054349,-0.0041743,-3.5535e-06,-0.080499,0.13958,1.0387e-07,0,1,1376,0.0089907,110.36,139.93,0.53972
1.4409e-05,9.8055e-07,-7.972e-06,-0.00041289,0.0060834,-2.1407e-08,-9.506e-07,1.5506e-05,8.541e-10,0,1,2258,8.3575e-11,109.58,140.73,0.53972
-0.0015925,-0.00080104,0.0011631,-0.0047542,0.0044939,2.7021e-06,0.044555,-0.074618,-7.8918e-08,0,1,1848,0.0026154,112.45,139.54,0.53972
-0.0033336,-0.00032451,0.0027431,-0.007103,0.0045465,8.536e-06,0.016645,-0.021509,-2.4901e-07,0,1,1727,0.00025614,111.53,140.18,0.53972
-0.003886,-0.0019547,0.0028381,-0.0078485,-0.0066694,1.2618e-05,0.01065,0.012672,-3.6813e-07,0,1,2261,9.4874e-05,114.28,139.22,0.53972
0.0018666,0.0001817,-0.001536,0.0030921,0.0062395,-4.5952e-06,-0.0054745,-0.027062,1.3507e-07,0,1,777,0.00026398,113.19,141.14,0.53972
0.0027496,0.00026766,-0.0022625,0.0027782,0.0064517,-3.9696e-06,-0.00054467,-0.11754,1.158e-07,0,1,904,0.0047838,114.55,141.03,0.53972
0.00045892,0.00017902,-8.4635e-05,0.00015077,-0.00062719,-9.2129e-07,-5.659e-06,1.7535e-05,2.4227e-08,0,1,779,1.1756e-10,116.76,141.12,0.53972
0.00045988,0.00017929,-8.5901e-05,-0.00013751,0.0014502,4.4264e-07,-2.0072e-05,4.0103e-05,-1.6049e-08,0,1,1733,6.9642e-10,119.9,140.48,0.53972
0.00075614,0.00016691,9.0316e-05,-0.0011293,0.0029622,-3.2413e-07,2.3888e-05,-3.3602e-05,4.6122e-08,0,1,1894,5.886e-10,123.48,139.21,0.53972
0.00071398,0.00013062,0.00045601,-0.00062427,0.0010493,-8.7015e-07,2.3188e-07,1.1263e-05,9.2896e-09,0,1,120,4.3945e-11,121.8,140.47,0.53972
0.00075604,0.0001669,9.0278e-05,-0.00062433,0.0010491,-9.7603e-07,2.3315e-07,1.1239e-05,2.448e-08,0,1,2121,4.3759e-11,122.42,139.59,0.53972
0.00027039,0.00028922,0.001374,-4.3447e-05,-4.1908e-05,-3.3786e-08,-6.007e-06,1.7651e-05,-2.3193e-09,0,1,1476,1.2039e-10,129.29,140.43,0.53972
-0.00052854,0.00040519,0.0014163,-7.3295e-05,0.00046113,-4.5813e-08,4.8827e-07,4.3813e-06,1.037e-08,0,1,136,6.7299e-12,130.42,140.5,0.53972
-0.11238,0.18405,0.0019039,-0.11238,0.18405,-1.2327,0.11887,-0.17429,-0.011189,0,1,2143,0.015456,136.64,140.76,0.54001
-0.00078572,-8.562e-05,-0.00036087,0.00030783,-0.00083864,6.422e-07,-2.5122e-05,-3.2433e-05,-4.9465e-08,0,1,1719,5.828e-10,142.51,141.09,0.53972
-0.00036647,0.00011782,-0.0003544,0.0026211,0.0031332,3.3072e-06,4.2353e-05,2.1367e-05,2.0066e-08,0,1,1838,7.7923e-10,145.46,139.27,0.53972
6.1507e-05,4.1856e-06,-3.4029e-05,-0.00033671,0.0061643,1.5254e-07,0.0014352,-0.022202,-4.3848e-09,0,1,2386,0.0001714,106.34,142.82,0.53972
0.00057502,3.9131e-05,-0.00031814,0.00018864,0.0062015,1.1777e-06,0.010619,-0.16936,-3.4668e-08,0,1,1930,0.0099707,105.29,142.08,0.53972
0.00066505,4.5258e-05,-0.00036795,-2.1774e-05,0.0056919,-6.7606e-07,-0.00035742,-0.010274,1.994e-08,0,1,2381,3.6596e-05,106.91,141.67,0.53972
-0.0002899,-1.9728e-05,0.00016039,-0.00053335,0.0065611,4.0615e-07,0.001403,-0.013335,-1.1824e-08,0,1,1336,6.2263e-05,107.85,142.21,0.53972
5.1096e-05,3.4771e-06,-2.8269e-05,-0.00034611,0.0061637,8.6198e-08,0.001061,-0.016455,-2.4461e-09,0,1,1249,9.4152e-05,107.36,143.22,0.53972
1.4559e-05,1.4173e-06,-1.198e-05,-0.00017505,0.0061714,-5.4702e-07,1.5096e-05,-0.00048972,1.585e-08,0,1,1650,8.3126e-08,110.14,142.93,0.53972
1.4462e-05,9.8416e-07,-8.0014e-06,-0.00040449,0.0061309,7.7001e-08,-4.5247e-07,9.5739e-06,1.8779e-09,0,1,1155,3.1811e-11,109.96,141.79,0.53972
-0.00031756,-2.1611e-05,0.0001757,-0.00047592,0.0061969,3.3907e-07,0.0014829,-0.01384,-9.8675e-09,0,1,2115,6.7087e-05,108.91,142.37,0.53972
0.0028883,0.00028116,-0.0023767,0.0050908,0.0060604,-7.1631e-06,-0.010006,-0.026256,2.0773e-07,0,1,1565,0.00027338,112.16,141.48,0.53972
0.0088246,0.00085903,-0.0072615,0.012731,0.0056849,-1.673e-05,-0.034359,-0.042442,4.8681e-07,0,1,1368,0.0010326,111.85,143.2,0.53972
0.0036392,0.00035426,-0.0029946,0.0046695,0.0064557,-6.5498e-06,-0.010061,-0.059579,1.9087e-07,0,1,2495,0.0012642,112.94,142.75,0.53972
-7.099e-06,-6.9105e-07,5.8415e-06,-0.00061123,0.0061425,1.8412e-07,0.0055344,-0.056278,-5.338e-09,0,1,207,0.0011073,111.08,141.68,0.53972
-0.0032984,-0.00032109,0.0027142,-0.0068044,0.004743,8.1212e-06,0.016757,-0.024205,-2.3717e-07,0,1,1809,0.00030012,113.78,142.06,0.53972
0.0090471,0.00088069,-0.0074446,0.011497,0.0065841,-0.0005734,-0.03219,-0.074949,-2.3988e-05,0,1,1991,0.002304,114.86,142.08,0.53972
0.0014524,0.00014138,-0.0011951,0.0019627,0.0062991,-3.1727e-06,-0.0029008,-0.035002,9.244e-08,0,1,128,0.00042716,113.92,143.3,0.53972
0.0010739,0.00010454,-0.0008837,0.00193,0.0062222,-3.1739e-06,-0.0027416,-0.019591,9.241e-08,0,1,1992,0.00013551,115,143.3,0.53972
-0.075379,0.03856,-0.0057266,-0.079961,0.042743,0.00059086,0.043602,-0.039816,-1.7672e-05,0,1,255,0.0012073,115.7,141.39,0.53972
0.00046506,0.00018068,-9.2609e-05,0.0014984,0.0033439,1.0118e-05,-2.0362e-05,-7.0963e-05,-1.5875e-07,0,1,1296,1.8874e-09,115.9,142.46,0.53972
0.00046686,0.00018146,-9.5759e-05,0.0039934,-0.0019004,1.5004e-05,-5.6423e-05,2.1349e-05,-2.1546e-07,0,1,640,1.2602e-09,116.38,143.43,0.53972
0.00046663,0.00018134,-9.5317e-05,0.0055335,-0.0011387,2.0436e-05,-1.1001e-05,-4.3147e-07,-3.0561e-08,0,1,785,4.197e-11,117.44,143.22,0.53972
0.00045877,0.00017899,-8.4459e-05,0.00027882,-0.0014912,-1.3169e-06,-4.4191e-06,1.246e-05,2.3894e-08,0,1,2467,6.0521e-11,117.54,142.07,0.53972
0.00045942,0.00017899,-8.4816e-05,-0.0010229,0.0042127,-5.111e-07,1.0299e-05,-4.2533e-05,2.4583e-08,0,1,2033,6.6317e-10,118.82,142.63,0.53972
0.00071411,0.00013063,0.00045587,-0.00038055,0.001101,-3.2234e-07,2.5238e-05,-7.6015e-05,1.6072e-08,0,1,1854,2.2214e-09,120.42,142.58,0.53972
0.00026976,0.00028897,0.0013766,-0.0017186,0.00014821,-3.6148e-06,3.4407e-05,-1.4473e-05,6.2066e-08,0,1,582,4.8249e-10,127.22,141.9,0.53972
0.00027042,0.0002892,0.0013739,-0.00051667,0.0010179,-1.7485e-07,1.6974e-06,-9.2817e-06,-7.599e-09,0,1,398,3.083e-11,129.06,143.07,0.53972
-0.00052856,0.00040517,0.0014165,-0.00022741,0.00057827,-2.4134e-07,1.0172e-05,-2.3595e-05,1.2737e-08,0,1,1985,2.2862e-10,133.12,142.29,0.53972
-0.15916,-0.64025,0.4768,-0.15916,-0.64025,-0.13101,0.1483,0.6191,-0.3528,0,1,1763,0.18344,136.47,143.37,0.9248
-0.00078585,-8.566e-05,-0.00036015,0.0018215,0.0026829,2.5939e-06,3.1468e-05,6.3438e-05,5.1736e-08,0,1,1846,1.7365e-09,140.5,142.03,0.53972
-0.00043506,-0.00037853,-0.00050555,0.0019436,-0.0047728,-1.4692e-06,1.0245e-06,2.751e-06,-1.0758e-08,0,1,962,2.9842e-12,146.49,142.9,0.53972
1.389e-05,9.4526e-07,-7.6851e-06,-7.1553e-05,0.00052994,-3.7765e-07,-5.9848e-06,9.8631e-05,7.6656e-09,0,1,1274,3.3811e-09,106.51,144.65,0.53972
1.4416e-05,9.8099e-07,-7.9756e-06,-1.1113e-06,0.0001699,9.2015e-08,-6.498e-06,9.9527e-05,2.5546e-09,0,1,1887,3.4448e-09,107.64,144.72,0.53972
1.4533e-05,9.8897e-07,-8.0405e-06,0.0001018,-0.0013981,5.7876e-08,6.4914e-06,-9.6968e-05,-7.3315e-10,0,1,1161,3.2706e-09,108.39,143.8,0.53972
0.00022438,1.5269e-05,-0.00012414,0.00019178,0.0061886,-1.3659e-06,2.8155e-05,-0.0053181,3.9103e-08,0,1,378,9.7939e-06,109.59,143.88,0.53972
1.5504e-05,1.0551e-06,-8.578e-06,-0.00017364,0.0039382,9.259e-07,4.3245e-06,-7.6636e-05,-9.9124e-09,0,1,1958,2.0402e-09,108.91,144.78,0.53972
6.4557e-06,6.2843e-07,-5.3122e-06,-0.00025984,0.0060887,1.6102e-06,5.541e-08,1.5331e-05,8.6385e-09,0,1,1757,8.1396e-11,110.67,144.02,0.53972
-1.2016e-05,-8.1768e-07,6.6478e-06,-0.0005188,-0.00052273,-8.6442e-06,5.2506e-05,8.1607e-05,6.2045e-07,0,1,1575,3.2609e-09,109.98,144.89,0.53972
0.00036066,1.1973e-05,-0.00030154,0.0042021,-0.0048218,-5.0551e-06,-0.0016142,0.0020315,1.4758e-07,0,1,1969,2.3313e-06,111.04,145.11,0.53972
0.0038743,0.00037714,-0.003188,0.0094998,0.0029566,-1.24e-05,-0.016108,-0.0073863,3.6185e-07,0,1,2283,0.00010874,111.75,144.3,0.53972
0.0060907,0.0005929,-0.0050119,0.0084774,0.0063128,-1.1375e-05,-0.021535,-0.051612,3.3008e-07,0,1,774,0.001083,112.74,143.83,0.53972
-0.00026253,-8.7148e-06,0.00021949,-0.0037712,0.005069,5.4471e-05,0.0012178,-0.0017626,-3.4723e-08,0,1,518,1.5893e-06,112.1,145.35,0.53972
0.0093899,0.00091406,-0.0077267,0.015584,0.00044749,3.7118e-05,-0.041239,0.0031064,1.6494e-06,0,1,259,0.00059223,113.6,144.51,0.53972
0.0058124,0.00019295,-0.0048595,0.010695,-0.0036227,-7.4129e-05,-0.026791,0.020937,7.7711e-07,0,1,653,0.00040035,113.18,145.5,0.53972
0.013714,0.001335,-0.011285,0.019682,0.0031198,-2.7016e-05,-0.058148,-0.01739,9.3859e-07,0,1,1290,0.0012756,114.71,144.4,0.53972
-0.00023748,-7.8834e-06,0.00019855,-0.005451,0.0032954,6.7088e-06,0.0010434,-0.00066132,-1.9573e-07,0,1,137,5.2847e-07,114.26,145.59,0.53972
-0.00046066,-0.000362,0.0010731,-0.0029914,-0.0059853,-0.00018437,0.0065448,0.014542,-1.5671e-06,0,1,1440,8.8064e-05,115.34,145.46,0.53972
-0.0001679,-8.9516e-06,0.00078271,-0.0062765,-0.00086963,5.6198e-06,0.0055382,0.00078032,-1.6205e-07,0,1,1861,1.0832e-05,115.96,144.43,0.53972
-0.00088766,-0.00040938,0.0016954,-0.0070215,0.00021258,0.00019368,0.011624,-0.0011787,1.2945e-06,0,1,770,4.7272e-05,116.42,145.48,0.53972
-0.00054086,-0.00012428,0.0013084,-0.0066956,0.00025391,5.7434e-06,0.0094339,-0.00057971,-1.6567e-07,0,1,1048,3.0935e-05,117.04,144.59,0.53972
-0.00054397,-0.00012994,0.0013257,-0.0064524,0.0016344,5.1353e-06,0.010211,-0.0030491,-1.4783e-07,0,1,663,3.9323e-05,118.1,144.39,0.53972
0.00045947,0.000179,-8.4894e-05,-0.00076704,0.0032659,-4.5936e-07,1.3783e-05,-5.8465e-05,2.117e-08,0,1,2151,1.2494e-09,119.54,143.7,0.53972
0.0007142,0.00013069,0.00045528,0.00045286,-0.001469,2.9542e-07,3.8915e-06,-1.6077e-05,-3.0285e-09,0,1,1652,9.4748e-11,122.05,143.74,0.53972
0.0002859,-0.00037202,0.0015319,1.7927e-05,-0.0016886,-2.9049e-07,9.5325e-06,-7.0455e-05,2.0194e-09,0,1,2383,1.7504e-09,126.7,145.62,0.53972
-0.0010011,0.00023925,0.00047126,2.4247e-05,0.00095749,5.3541e-07,8.1336e-06,-4.4647e-06,8.1168e-09,0,1,139,2.9811e-11,139.09,144.59,0.53972
-0.00078623,-8.5801e-05,-0.00035828,-0.0010489,-0.00017907,-9.2652e-07,7.757e-05,2.1968e-05,6.6935e-08,0,1,1243,2.2508e-09,142.97,144.62,0.53972
-0.00043499,-0.00037852,-0.00050667,-0.0032121,0.001154,7.5591e-07,-5.3223e-05,1.4761e-05,-1.7255e-08,0,1,1936,1.0564e-09,147.8,143.85,0.53972
0.0035235,4.3466e-05,-0.0019091,0.0049024,0.0060701,-1.1642e-05,-0.0054271,-0.023721,3.3444e-07,0,1,870,0.00020504,106.09,146.18,0.53972
1.4273e-05,1.7607e-07,-7.7335e-06,0.00013339,-0.0050927,5.3356e-07,1.7429e-06,-5.3457e-05,1.0952e-08,0,1,1382,9.9062e-10,105.42,147.31,0.53972
1.3601e-05,1.6779e-07,-7.3696e-06,-8.3513e-05,0.0049303,-2.6214e-07,1.7243e-06,-5.9593e-05,1.0544e-08,0,1,793,1.2308e-09,108.19,145.69,0.53972
1.444e-05,1.7813e-07,-7.8238e-06,4.0771e-06,-0.0014183,-5.2937e-08,-2.2363e-06,9.6917e-05,-1.0729e-08,0,1,1146,3.2543e-09,107.12,145.82,0.53972
-0.0022198,-2.7384e-05,0.0012028,-0.0056088,0.0051245,-5.1096e-05,0.0036763,-0.0055895,2.5669e-07,0,1,2131,1.5499e-05,107.56,146.81,0.53972
0.0016643,2.0531e-05,-0.00090176,0.0023675,0.006158,5.8858e-05,-0.0024273,-0.021188,-4.3147e-07,0,1,1849,0.0001575,106.54,147.17,0.53972
-0.0017121,-2.112e-05,0.00092764,-0.0065979,0.003744,1.3851e-05,0.0027805,-0.0021434,-4.4702e-07,0,1,661,4.2681e-06,108.63,146.68,0.53972
3.5846e-05,4.422e-07,-1.9422e-05,0.0019067,-0.0035715,1.8501e-05,-2.0572e-05,4.32e-05,-2.191e-07,0,1,1541,7.9281e-10,109.35,145.77,0.53972
0.00058333,7.1959e-06,-0.00031606,0.00099006,-0.0061538,-1.4927e-06,-0.001139,0.017254,5.7631e-08,0,1,2053,0.00010353,109.7,146.81,0.53972
0.0018022,5.9825e-05,-0.0015067,0.0077327,-0.0016794,-8.2283e-06,-0.0080896,0.0023725,1.6419e-07,0,1,1804,2.461e-05,110.42,146,0.53972
-0.00029138,-9.6725e-06,0.00024361,-0.0018277,-0.005987,1.1035e-06,0.0011629,0.0045248,-7.6557e-08,0,1,1041,7.5581e-06,110.76,147.04,0.53972
5.7398e-05,7.0806e-07,-3.1099e-05,0.0048734,0.00082417,4.5444e-05,-1.6413e-05,-4.3755e-06,-1.9053e-07,0,1,1653,9.993e-11,108.96,147.72,0.53972
0.001292,4.2888e-05,-0.0010802,0.0059114,0.0041451,-5.6503e-05,-0.0055633,-0.0049407,1.8602e-07,0,1,1298,1.917e-05,111.47,146.23,0.53972
5.0809e-06,1.6867e-07,-4.248e-06,-0.00062921,0.0055774,-1.9621e-06,-6.6664e-06,3.9401e-05,-3.0862e-08,0,1,798,5.5296e-10,111.83,147.27,0.53972
0.0017331,5.753e-05,-0.001449,0.0043769,-0.0055284,-5.4578e-06,-0.0083331,0.017607,1.4731e-07,0,1,2234,0.00013139,112.54,146.39,0.53972
-0.0037138,-0.00012328,0.003105,-0.0079762,-0.0045668,1.0212e-05,0.016138,0.016823,-2.9802e-07,0,1,1159,0.00018819,112.92,147.41,0.53972
-0.0001881,-6.2443e-06,0.00015727,-0.00028872,-0.0061775,3.0456e-06,0.00028576,0.017529,-1.7025e-06,0,1,2415,0.00010643,113.63,146.48,0.53972
0.0031881,0.00010583,-0.0026654,0.0064203,-0.0051687,-1.4073e-05,-0.015115,0.024666,1.7337e-07,0,1,790,0.00028979,114.35,147.29,0.53972
0.0017535,-0.00020919,-0.0020354,0.0063776,-0.0043137,-6.8277e-06,-0.013986,0.012414,2.0346e-07,0,1,2043,0.0001211,115.16,146.52,0.53972
0.00035033,-0.00032139,-4.5891e-05,-0.00087846,0.0053423,-2.7736e-06,-3.8905e-07,-2.7038e-05,1.3739e-08,0,1,1257,2.532e-10,116.61,146.54,0.53972
-0.00031703,-0.00035525,0.00087551,-0.0029339,-0.0059411,2.6652e-06,0.0054068,0.011541,-7.4535e-08,0,1,789,5.6247e-05,115.8,147.43,0.53972
0.0003518,-0.0003212,-4.8079e-05,0.0025648,0.0028949,8.812e-06,3.6653e-05,6.1184e-05,2.1101e-07,0,1,662,1.7615e-09,117.05,147.53,0.53972
0.00058273,-0.00031591,0.00054743,-5.678e-05,-0.00056831,-4.7347e-07,-1.8602e-06,1.2535e-05,8.6843e-09,0,1,270,5.5611e-11,122.83,146.26,0.53972
-0.00060459,-0.00031522,0.001785,0.00016008,0.00082125,6.8952e-07,2.2395e-06,-1.9231e-06,-1.2998e-09,0,1,140,3.0175e-12,130.72,146.01,0.53972
-0.0012932,-0.00029756,0.00067638,0.002482,-0.00084723,3.4807e-06,-1.3409e-05,-8.0978e-05,-4.6583e-08,0,1,1039,2.333e-09,138.9,146.43,0.53972
-0.00062281,-0.00083321,-0.00096279,0.0013312,0.0015113,1.5082e-06,6.1231e-05,2.3738e-05,5.5674e-09,0,1,150,1.4934e-09,147.06,146.32,0.53972
-0.00062283,-0.00083323,-0.00096281,-0.0013578,0.0041903,1.5817e-06,3.0993e-05,5.2293e-05,6.0686e-09,0,1,343,1.2795e-09,147.73,147.71,0.53972
-0.00062285,-0.00083319,-0.00096244,-0.00051998,-6.951e-05,7.1133e-07,1.7959e-05,5.6537e-05,4.1903e-09,0,1,1677,1.2186e-09,148.18,146.41,0.53972
0.0091836,0.00011329,-0.0049759,0.011999,0.0056344,-2.595e-05,-0.014605,-0.028641,7.0608e-07,0,1,1479,0.00035792,106.17,148.19,0.53972
1.3622e-05,1.6805e-07,-7.381e-06,-0.00022194,0.0059925,-1.174e-06,-1.4182e-06,-1.2989e-05,-1.6194e-08,0,1,1905,5.9119e-11,105.11,148.46,0.53972
0.005449,6.722e-05,-0.0029524,0.0073941,0.005941,-2.167e-05,-0.0085433,-0.0258,5.5869e-07,0,1,1647,0.00025577,106.26,149.26,0.53972
1.3449e-05,1.6591e-07,-7.2869e-06,-0.00011805,0.0026936,-7.8323e-07,-9.4599e-07,8.868e-05,2.2529e-09,0,1,1524,2.7235e-09,107.89,147.85,0.53972
1.2198e-05,1.5048e-07,-6.6093e-06,-0.00020991,0.0027235,-1.7041e-06,2.7121e-06,-8.85e-05,1.7566e-08,0,1,2119,2.7147e-09,107.17,148.67,0.53972
-0.0014776,-1.8227e-05,0.00080057,-0.0029504,0.0059722,-3.5234e-06,0.0025484,-0.010366,5.4794e-07,0,1,2382,3.9456e-05,108.22,148.98,0.53972
-0.002687,-3.3147e-05,0.0014559,-0.0077561,0.0034768,2.9651e-05,0.0043835,-0.0030358,-1.3107e-06,0,1,1530,9.8453e-06,107.43,149.72,0.53972
0.003593,4.4324e-05,-0.0019468,0.0050675,0.00605,0.00029957,-0.0055526,-0.022617,1.1685e-05,0,1,1946,0.00018781,109.28,148.78,0.53972
8.6775e-06,2.8806e-07,-7.2549e-06,0.00032141,-0.0014028,1.7299e-06,-2.0111e-05,9.4883e-05,-9.4215e-08,0,1,2095,3.2576e-09,110.04,147.84,0.53972
-0.0052101,-6.4273e-05,0.002823,-0.0088352,0.0049127,-0.00029803,0.0086411,-0.011865,-1.1979e-05,0,1,1625,7.4601e-05,109.62,149.8,0.53972
-0.0011077,-3.6772e-05,0.00092613,-0.0072089,-0.00094386,9.1484e-06,0.0049039,0.00072913,-2.6323e-07,0,1,1759,8.5116e-06,110.35,148.93,0.53972
8.9731e-06,2.9787e-07,-7.5021e-06,0.0013835,0.0056468,7.5317e-06,6.7667e-06,3.0776e-06,3.79e-08,0,1,402,1.9136e-11,111.11,148.07,0.53972
0.0014228,4.723e-05,-0.0011895,0.0066325,-0.0032749,1.1173e-06,-0.0064491,0.0041127,-2.1523e-07,0,1,2362,2.0259e-05,112.45,148.39,0.53972
1.0092e-05,3.3501e-07,-8.4375e-06,0.0012429,0.0054163,7.3229e-06,-3.0408e-06,-3.4903e-05,-2.7275e-08,0,1,800,4.2506e-10,111.32,149.42,0.53972
-0.00019027,-6.3162e-06,0.00015908,-0.00043285,-0.0061736,-6.4391e-06,0.00047525,0.012083,4.2295e-07,0,1,2145,5.0637e-05,112.5,149.47,0.53972
6.6668e-06,2.2131e-07,-5.5738e-06,-0.0004273,0.0037619,-8.3998e-07,-1.6383e-05,7.1912e-05,-8.2144e-08,0,1,1882,1.8837e-09,113.71,148.23,0.53972
1.1809e-05,3.9202e-07,-9.8733e-06,0.0014867,-0.002835,7.7922e-06,-1.9505e-05,6.8446e-05,-1.0423e-07,0,1,1046,1.754e-09,113.89,149.3,0.53972
-0.0024346,-8.082e-05,0.0020355,-0.0052834,-0.0055456,4.1101e-06,0.010297,0.019752,-1.0763e-07,0,1,2316,0.00017182,114.91,148.21,0.53972
0.00014715,-0.00032025,0.00022005,-0.00026534,-0.0064782,3.0128e-09,0.00092204,0.013765,3.4339e-09,0,1,2195,6.5902e-05,116.13,149.56,0.53972
5.9883e-06,-0.00033057,0.00041898,-0.0010247,-0.0064146,7.6629e-07,0.002266,0.013376,-1.8909e-08,0,1,799,6.3737e-05,116,148.49,0.53972
0.00034882,-0.00032149,-4.3785e-05,-0.0015359,0.0052911,-5.7897e-06,8.242e-06,-1.5441e-05,5.9038e-08,0,1,528,1.0609e-10,118.26,148.11,0.53972
0.00034498,-0.00032164,-3.8546e-05,-0.0033497,-0.0022432,-1.536e-05,1.7192e-05,9.1909e-06,1.1193e-07,0,1,1800,1.316e-10,119.33,148.67,0.53972
0.0005827,-0.00031595,0.00054759,-0.00037743,0.0011415,-8.7318e-07,-9.6709e-08,-1.1733e-05,7.5923e-09,0,1,143,4.7672e-11,120.29,147.96,0.53972
0.00058264,-0.000316,0.00054788,-0.00034027,0.0046776,-2.8134e-07,1.2292e-05,-1.5258e-05,4.2449e-08,0,1,2384,1.3294e-10,120.39,149.54,0.53972
0.00058272,-0.00031597,0.00054755,-0.00030175,0.0016523,-6.15e-07,3.6334e-06,-3.3328e-05,1.2681e-08,0,1,410,3.8921e-10,122.74,147.89,0.53972
0.00028593,-0.000372,0.0015317,-0.0001445,0.0012009,9.5775e-08,6.0264e-07,6.6732e-06,4.5934e-09,0,1,271,1.5546e-11,126.67,148.02,0.53972
-0.00060462,-0.00031523,0.0017851,-0.00039218,0.0043199,5.9504e-07,3.335e-06,-1.0205e-05,-1.3789e-09,0,1,47,3.9913e-11,134.72,149.34,0.53972
-0.0006227,-0.0008332,-0.00096346,-0.00091702,0.0034623,1.7829e-06,-2.8643e-05,-1.2442e-05,-2.8981e-08,0,1,1105,3.377e-10,147.65,149.47,0.53972
0.021363,-0.00029901,-0.011766,0.022228,0.0058719,-7.2837e-05,-0.039636,-0.28265,7.5983e-06,0,1,894,0.028209,105.39,150.64,0.53972
